1.0777564,0.3743796,-5.4221373
-0.39106527,-2.0491614,-2.9436617
-0.47030333,-0.16336899,-2.9436488
-1.8526314,1.8696067,-4.817519
-1.8045435,-3.6136024,-5.112484
-5.135722,3.6393912,-16.054789
-3.38557,1.1255679,-23.04376
-7.7132554,4.5964026,-28.982563
-6.260097,5.385396,-35.57243
-6.1866145,3.7449543,-44.34256
-7.9285626,-5.603795,-70.98829
-10.434536,0.5495456,-103.64771
-13.256042,-5.992015,-125.01646
-15.57237,-1.1808535,-144.06584
-16.552988,-4.545535,-159.01277
-13.627755,-1.8189728,-177.75182
-15.8972845,0.6547777,-201.01224
-15.89219,-7.6715198,-205.8198
-18.176634,-5.792437,-228.4194
-18.350552,-9.6164465,-289.8568
-18.027662,0.07828504,-309.89456
-21.184988,-5.7361703,-332.63287
-19.969263,-0.49247375,-384.27545
-19.677242,3.2364562,-418.49637
-19.442186,7.629086,-443.19244
-17.775368,9.312643,-473.75156
-16.129059,8.070962,-488.36493
-13.558415,-0.6351632,-513.9164
-18.217258,13.747486,-524.5728
-15.472187,9.35337,-551.1575
-15.236348,7.8749313,-596.31915
-12.967614,11.008627,-600.34064
-17.057066,1.3474891,-627.03894
-15.427836,5.6478724,-644.2702
-14.661757,1.2108217,-681.25073
-12.6105585,19.159117,-703.08295
-15.586613,14.321847,-723.58685
-14.525605,14.099824,-726.2004
-21.02136,15.299504,-738.25085
-21.453138,22.54081,-754.43445
-26.541702,17.16989,-751.65106
-22.863218,15.804654,-766.12085
-32.477287,13.72664,-764.5744
-26.234283,9.653313,-774.7772
-23.47272,16.093113,-778.457
-22.70065,17.506231,-771.5503
-36.418903,6.6008897,-796.27783
-38.888542,11.459133,-793.7314
-42.155014,8.943407,-793.361
-44.91893,9.880795,-783.47723
-43.93932,12.697087,-787.6923
-44.969887,12.724949,-781.89935
-48.40447,8.706478,-784.7227
-54.7531,1.0797069,-788.63104
-62.91025,3.3031466,-774.6381
-55.19953,12.027977,-783.49
-53.77299,-6.9988046,-759.36145
-52.52369,-2.61952,-765.7206
-61.266655,-7.2675567,-768.11505
